target,tar_desc
118/1018857361,"Metal parts are scattered on the ground, resembling a construction site with metallic textures and finishes."
37/14153450,"A woman is standing on a wooden deck, looking out at a lush green landscape shrouded in mist."
88/34772950,"A serene lake surrounded by lush green hills and trees, with mountains in the distance under a bright sky."
23/8723563,"An elderly woman is peacefully asleep in a green armchair, with her knitting needles resting in her lap."
168/1042290094,"A woman in her retirement years sits on a couch, holding a smartphone, wearing a cozy beige sweater, with warm lighting and green plants in the background."
177/1047938530,An avocado is placed on a wooden cutting board.
77/30227005,A vibrant cityscape at night with illuminated skyscrapers and a busy highway filled with light trails from vehicles.
16/5964539,A single azure rose in profile view against a dark background.
26/9709574,"A flowing stream with ripples and waves, accompanied by thin, bare branches reaching towards the water."
16/6109853,Two children are running hand in hand along a snowy path.
43/16539217,"The sky is filled with fluffy white cumulus clouds, creating a bright and cheerful atmosphere."
2/1335169,"A close-up of a Reticulated python's head, featuring intricate patterns of black, brown, and cream scales."
53/20459650,A time lapse of the sea with waves moving and a colorful twilight sky.
98/1010351495,"An evening sky filled with dynamic clouds, showcasing a time-lapse effect with varying shades of blue and purple."
0/185815,"A diner built on stilts over the sea, with tables and chairs set up on a deck, surrounded by calm water."
138/1027075454,"A couple sitting together indoors, one holding a smartphone and the other smiling, celebrating a shared moment."
59/23107924,"An aerial view of the Sydney Harbour Bridge spanning across the water, with the city skyline and boats visible below."
178/1048535617,Close-up view of green grape leaves with droplets of water.
190/1057482658,The chef's hands are chopping green bell peppers on a wooden cutting board.
80/31638805,"A pelican stands in shallow water, preening its feathers."
9/3634883,"A large rocky planet surrounded by asteroids is depicted in space, indicating it is orbiting the sun."
31/11551448,The Palace of Westminster and Big Ben are silhouetted against a darkened sky.
119/1019145844,The image features a background filled with neon-colored confetti-like shapes scattered across the scene.
32/12021653,"Two young women are standing close together in a green area, engaged in conversation."
38/14355382,"The clouds are illuminated by warm hues of orange and pink, depicting a beautiful sunrise in the sky."
45/17212780,The landscape features a clear blue sky with a flat area covered in grass and bare trees in the background.
158/1036568594,A colorful banner celebrating Snake Day featuring a snake and festive decorations.
147/1031310719,"A man sitting on a couch with headphones on, working on a laptop."
182/1051517236,"A graduation cap is placed on top of a stack of books next to a red apple, with the word 'Learning' and a globe on the right."
64/24946031,"A man is standing in a clothing store, browsing through a rack of jeans."
40/15237982,The image shows a vibrant sea with visible ripples and reflections under a clear blue sky.
100/1011364424,"A sound wave graphic transformed into a fire equalizer, with peaks and troughs resembling flames in vibrant red, orange, and yellow colors against a black background."
52/19950082,A braille representation of a clock indicating the time just before 12 o'clock.
193/1059472577,A man in a navy blue suit and tie is smiling in a modern office environment.
69/27205204,"The view from inside a car shows a rainy road ahead, with water droplets on the windshield obscuring visibility."
128/1022697148,A central square emitting a bright gold light is surrounded by numerous small particles of light against a dark background.
16/5939261,A man in a formal suit is holding a digital tablet.
9/3824282,"An acacia tree with a broad, umbrella-like canopy stands in a field of tall green grass under a bright blue sky."
29/10796894,A bouquet of daisies with white petals and yellow centers.
18/6692234,"A man is standing in a cityscape, using a tablet while leaning against a surface."
156/1035685400,"A man is asleep on a bed, resting his head on his arm."
164/1039862891,"A woman sitting on a couch, resting her chin on her hand while looking out of a window."
81/31890280,The airport runway is illuminated with green and white lights against a vibrant sunset background.
55/21446809,"A musician is seated at a piano, playing the instrument."
25/9395720,A pair of women's hands typing on a laptop keyboard.
20/7509883,A green blade of grass with dew drops and a delicate cobweb draped over it.
107/1014235046,An eagle is soaring across a cloudy sky.
116/1017904081,"A large, shiny gold balloon shaped like the number 8."
6/2594459,"A person slices bright red, fresh tomatoes on a wooden cutting board, with a whole tomato and fresh basil leaves nearby."
118/1018449784,"The forest is filled with coniferous trees displaying vibrant autumn colors of orange, yellow, and red, with a misty atmosphere lingering above."
4/2048573,"The image features a blurred background with warm tones, creating a soft and inviting atmosphere with circular light spots of varying sizes."
37/14109833,A body of water reflecting light in a dark cave.
2/1028017,A butterfly is perched on a cluster of purple flowers.
13/5095445,Several floating one-dollar coins are shown against a black background.
68/26531504,A cluster of blue flowers surrounded by green grass-like leaves.
124/1021223377,"An aerial view of a field filled with colorful wildflowers under a sunset sky, with trees visible in the background."
147/1031243261,A person is washing a bunch of fresh green parsley in a colander under running water.
58/22825687,"A glass jar filled with dollar bills, labeled 'insurance money jar', placed on a wooden surface next to a decorative model sailboat and a vintage camera."
2/1074547,A pregnant woman is gently stroking her belly while standing sideways.
29/10680872,A woman wearing a straw hat and a denim jacket is holding a large bunch of rambutan fruit in a lush green orchard.
25/9318641,"A bride stands gracefully, her dress resembling the shape and colors of autumn oak leaves."
