target,tar_desc,enriched_desc
14/5499998,"Exploring a dense mangrove forest, with tall, twisting roots and lush greenery enveloping the camera as it moves through the intricate network of water channels.","[""Navigating through the dense mangrove forest"", ""Camera moves through the mangrove's intricate waterways"", ""Exploring the lush greenery of the mangrove"", ""Tall roots twist amidst the mangrove's dense foliage"", ""Moving through the mangrove's complex water channels"", ""Lush mangrove forest envelops the camera"", ""Twisting roots and greenery in the mangrove"", ""Camera glides through the mangrove's intricate network"", ""Dense mangrove forest with lush greenery"", ""Mangrove's intricate network of water channels""]"
58/22919281,"A beach scene with sand, ocean waves, and a wooden pier extending into the water.","[""Beach scene with ocean waves and wooden pier"", ""People enjoying a sunny day at the beach"", ""Wooden pier extending into the ocean on a beach"", ""Beach with people and waves crashing against rocks"", ""A serene beach with people and a wooden pier"", ""Ocean waves and a wooden pier on a sandy beach"", ""Beachgoers relaxing near a wooden pier"", ""A beach scene with people and ocean waves"", ""Wooden pier and ocean waves on a sandy beach"", ""Beach with people, waves, and a wooden pier""]"
38/14689138,A family of four walking along a sandy beach at sunrise.,"[""Family strolls along beach at sunrise"", ""Sunrise stroll by the ocean with family"", ""Family enjoys early morning beach walk"", ""Sunrise beach walk with family of four"", ""Family of four walks on beach at sunrise"", ""Early morning beach stroll with family"", ""Sunrise family walk along sandy shore"", ""Family enjoys sunrise walk on beach"", ""Sunrise stroll by the ocean with family"", ""Family of four walks along beach at sunrise""]"
91/1007691340,"A man painting a wall in a kitchen. He is using a paintbrush and is focused on his task. The kitchen counter is covered with plastic wrap to protect it from paint splatters. There is a can of paint on the counter, and he is wearing a red shirt and blue jeans.","[""A man paints a wall in a kitchen"", ""Painting a wall in a kitchen setting"", ""Focus on painting in a kitchen environment"", ""Kitchen wall painting with a brush"", ""A man works on a kitchen wall"", ""Painting a wall in a domestic kitchen"", ""Wall painting in a kitchen space"", ""A man paints a wall indoors"", ""Indoor wall painting in a kitchen"", ""Painting a wall in a home kitchen""]"
55/21688543,"The video now displays the Mining Industry sector with a green arrow, indicating growth.","[""Green arrow points to Mining Industry growth"", ""Mining Industry sector highlighted by green arrow"", ""Growth in Mining Industry marked by green arrow"", ""Green arrow indicates Mining Industry expansion"", ""Mining Industry growth shown with green arrow"", ""Green arrow points to Mining Industry progress"", ""Growth in Mining Industry indicated by green arrow"", ""Green arrow marks Mining Industry advancement"", ""Mining Industry growth visualized with green arrow"", ""Green arrow highlights Mining Industry development""]"
80/31382974,A man and another person are engaged in a conversation or activity outdoors under a clear blue sky.,"[""Man and another person converse under a blue sky"", ""Outdoor interaction between two individuals on a sunny day"", ""Two people engage in a discussion against a clear sky"", ""Conversational scene with two people under a blue sky"", ""Outdoors, two individuals share a moment under a blue sky"", ""Two people interact in an open space with a blue sky above"", ""A casual meeting between two individuals under a clear sky"", ""Two people talk outside under a bright blue sky"", ""An outdoor exchange between two individuals on a sunny day"", ""Two people converse in an open area with a blue sky overhead""]"
17/6326732,Golden oats sway gently in a vast field under a clear blue sky.,"[""Oats grow tall in a serene field"", ""Golden grains sway in a vast field"", ""Field of oats under a clear blue sky"", ""Gentle breeze moves through golden oats"", ""Oats sway in a peaceful field"", ""Clear sky above swaying oats"", ""Field of oats under a blue sky"", ""Golden grains dance in the breeze"", ""Oats in a tranquil field setting"", ""Field of oats under a serene sky""]"
124/1021170121,A pile of green grapes displayed at a market or fruit stand.,"[""Green grapes on display at the market"", ""Market scene featuring green grapes"", ""Grapes piled high at the fruit stand"", ""Fruit stand showcasing green grapes"", ""Green grapes at the local market"", ""Market stall with green grapes"", ""Grapes displayed at the fruit market"", ""Fruit stand with green grapes"", ""Green grapes at the farmer's market"", ""Market scene with green grapes""]"
188/1055513261,"A cluster of white roses with dewdrops glistening on their petals, set against a lush backdrop of green leaves.","[""White roses with dewdrops on petals"", ""Cluster of white roses with glistening dewdrops"", ""Roses with dewdrops glowing in white"", ""Dew-drenched white roses in green leaves"", ""Glistening white roses amidst green foliage"", ""White roses with dewdrops in lush greenery"", ""Roses with dewdrops shining in white"", ""White roses with dewdrops in a green setting"", ""Dew-drenched white roses in a green backdrop"", ""Glistening white roses in a green leafy scene""]"
146/1030743737,Meat being cooked on a rotisserie inside an oven.,"[""Chicken cooking on a rotisserie in the oven"", ""Meat on a skewer being roasted in the oven"", ""Rotisserie chicken being cooked inside the oven"", ""Skewered meat being grilled in the oven"", ""Cooking chicken on a rotisserie in the oven"", ""Meat on a rotisserie being cooked in the oven"", ""Chicken skewers being roasted in the oven"", ""Rotisserie chicken cooking inside the oven"", ""Meat on a rotisserie being grilled in the oven"", ""Chicken skewers being cooked in the oven""]"
125/1021842574,"The video now features a mountainous landscape with a stream flowing through the valleys, surrounded by rocky terrain and lush greenery.","[""Mountain stream winds through rocky terrain"", ""Lush green valley with a mountain backdrop"", ""Rocky mountain landscape with a flowing stream"", ""Mountainous region with a scenic stream"", ""Stream flows through a mountainous area"", ""Rocky mountains with a winding stream"", ""Mountain stream surrounded by rocky terrain"", ""Mountainous valley with a flowing stream"", ""Rocky mountains with lush greenery and a stream"", ""Stream meanders through a mountainous region""]"
8/3303770,"A power sanding drill is being used to sand a surface, demonstrating its functionality.","[""Power sanding drill in action on a surface"", ""Demonstrating the power sanding drill's capabilities"", ""Sanding a surface with a power tool"", ""Close-up of a power sanding drill in use"", ""Efficient sanding with a power drill"", ""A power sanding drill in operation"", ""Surface sanding with a power tool"", ""Power drill in use for sanding"", ""Sanding demonstration with a power drill"", ""A power sanding drill at work""]"
150/1032323390,"Wild pink geranium flowers growing freely in a natural setting, with varied colors and a more chaotic arrangement.","[""Wild geraniums bloom freely in nature"", ""Chaotic pink flowers in a natural setting"", ""Natural geraniums with varied colors"", ""Pink geraniums growing wildly in the wild"", ""Geraniums with chaotic arrangement in nature"", ""Wildly colorful geraniums in a natural environment"", ""Natural geraniums with a wild arrangement"", ""Pink geraniums growing freely in nature"", ""Chaotic geraniums in a natural setting"", ""Wild geraniums with varied colors""]"
135/1025914241,"A man's hand interacting with sand on a beach, placing it on a small mound, scooping up some sand, and then pouring it back onto the beach.","[""A man's hand shaping sand on the beach"", ""Beach scene with a man's hand interacting with sand"", ""Man's hand creating a sand mound on the beach"", ""Scooping sand by a man's hand on the beach"", ""Pouring sand back onto the beach by a man's hand"", ""A man's hand forming a sand structure on the beach"", ""Beach activity featuring a man's hand with sand"", ""Man's hand manipulating sand on the beach"", ""A man's hand working with sand on the beach"", ""Beach scene with a man's hand and sand interaction""]"
156/1035415067,"The hands are painted with a skeleton design, featuring black and white stripes, showcasing the completed artwork.","[""Hands painted with black and white stripes"", ""Person showing painted hands with skeleton design"", ""Completed artwork on painted hands"", ""Black and white striped hands displayed"", ""Painted hands with skeleton pattern shown"", ""Artwork of painted hands with stripes"", ""Displaying painted hands with stripe design"", ""Person presenting painted hands with stripes"", ""Showcase of painted hands with black and white stripes"", ""Final look at painted hands with skeleton design""]"
